img_filepath,has_apriltag,corners
captured_frames/frame_81.jpg,True,"195.756820678711,95.82405853271487,159.1643981933594,98.53990173339842,162.1089172363281,132.5165863037109,196.8399200439453,130.01254272460938"
captured_frames/frame_82.jpg,True,"196.24511718749994,96.55878448486328,159.33308410644528,97.29398345947267,159.79789733886722,132.5812835693359,195.15948486328125,131.80819702148435"
captured_frames/frame_83.jpg,True,"196.80163574218753,98.33210754394533,160.52061462402347,96.70768737792966,158.46255493164062,133.45968627929685,193.82168579101565,134.10708618164065"
captured_frames/frame_84.jpg,True,"198.74575805664057,101.29043579101562,161.50781249999997,102.73136901855466,163.2695007324219,139.8909759521484,198.42262268066406,138.2160186767578"
captured_frames/frame_85.jpg,False,
captured_frames/frame_86.jpg,False,
captured_frames/frame_87.jpg,False,
captured_frames/frame_88.jpg,False,
captured_frames/frame_89.jpg,False,
captured_frames/frame_90.jpg,True,"245.27249145507815,125.81281280517581,198.49183654785156,126.52222442626952,192.8683319091797,165.46817016601562,236.49990844726562,165.4362945556641"
captured_frames/frame_91.jpg,True,"242.0830535888672,126.64158630371091,194.4088134765625,130.86734008789062,192.47724914550778,172.64476013183597,239.48098754882812,168.5612335205078"
captured_frames/frame_92.jpg,True,"236.6371307373047,127.27560424804686,187.2470092773438,132.52232360839844,189.08668518066403,178.83729553222653,235.49983215332028,172.95104980468747"
captured_frames/frame_93.jpg,True,"235.24346923828125,132.81011962890628,182.2136993408203,133.0162200927734,180.36338806152344,181.55970764160153,226.57113647460938,178.45489501953128"
captured_frames/frame_94.jpg,True,"234.71987915039065,137.86558532714844,184.42655944824222,135.36897277832034,173.28326416015625,181.69720458984375,219.37059020996094,180.91699218749997"
captured_frames/frame_95.jpg,True,"231.62615966796878,137.67477416992188,183.67947387695312,136.41445922851557,172.1370697021484,184.64608764648438,218.75782775878906,181.6512145996094"
captured_frames/frame_96.jpg,True,"219.23954772949216,130.5050811767578,169.71595764160153,137.36271667480474,172.96697998046875,193.2567138671875,222.5290069580078,183.3687896728515"
captured_frames/frame_97.jpg,True,"215.31582641601562,134.2427978515625,162.40054321289062,138.73297119140622,165.35984802246094,196.02603149414062,216.24920654296872,188.7444763183594"
captured_frames/frame_98.jpg,True,"206.47941589355472,146.9610443115234,151.8061065673828,143.8462982177734,146.446304321289,205.080078125,199.83108520507812,203.57066345214844"
captured_frames/frame_99.jpg,True,"198.6728515625,151.32405090332034,143.46138000488284,149.58245849609378,135.95707702636722,213.37339782714844,193.0375518798828,211.74986267089844"
captured_frames/frame_100.jpg,False,
captured_frames/frame_101.jpg,False,
captured_frames/frame_102.jpg,False,
captured_frames/frame_103.jpg,False,
captured_frames/frame_104.jpg,False,
captured_frames/frame_105.jpg,False,
captured_frames/frame_106.jpg,False,
captured_frames/frame_107.jpg,False,
captured_frames/frame_108.jpg,False,
captured_frames/frame_109.jpg,False,
captured_frames/frame_110.jpg,False,
captured_frames/frame_111.jpg,False,
captured_frames/frame_112.jpg,False,
captured_frames/frame_113.jpg,False,
captured_frames/frame_114.jpg,False,
captured_frames/frame_115.jpg,False,
captured_frames/frame_116.jpg,False,
captured_frames/frame_117.jpg,False,
captured_frames/frame_118.jpg,False,
captured_frames/frame_119.jpg,False,
captured_frames/frame_120.jpg,False,
captured_frames/frame_121.jpg,False,
captured_frames/frame_122.jpg,True,"277.3054504394531,172.87809753417974,199.12562561035156,182.3118133544922,200.9000549316406,238.1596527099609,273.7360534667969,237.8570404052735"
captured_frames/frame_123.jpg,True,"275.9749450683594,169.19309997558594,197.50006103515622,173.30758666992185,198.48556518554685,231.31565856933597,270.21429443359375,235.76617431640625"
captured_frames/frame_124.jpg,True,"273.8640747070312,167.0084228515625,197.05960083007815,162.24746704101568,194.6970367431641,218.6669616699219,261.0350036621093,232.5707092285156"
captured_frames/frame_125.jpg,False,
captured_frames/frame_126.jpg,False,
captured_frames/frame_127.jpg,False,
captured_frames/frame_128.jpg,False,
captured_frames/frame_129.jpg,True,"183.7076568603516,124.86157989501952,133.43695068359378,129.26211547851562,137.09591674804688,178.37351989746094,184.82090759277344,172.0231170654297"
captured_frames/frame_130.jpg,True,"176.61102294921878,117.852897644043,135.1381072998047,121.87710571289062,142.6331329345703,170.3965911865234,182.11997985839844,163.15626525878906"
captured_frames/frame_131.jpg,True,"177.71353149414062,116.8612823486328,139.54782104492188,120.34303283691408,145.57565307617188,167.82550048828125,184.32781982421872,160.48091125488278"
captured_frames/frame_132.jpg,True,"188.41490173339844,115.68985748291017,148.66061401367188,117.77367401123048,149.4712677001953,162.89393615722656,190.55633544921875,159.71148681640625"
captured_frames/frame_133.jpg,True,"193.7441711425781,116.51858520507811,152.4292449951172,115.68297576904298,151.4895782470703,160.9467315673828,193.879150390625,160.9497528076172"
captured_frames/frame_134.jpg,True,"198.54203796386722,117.06256103515629,155.50131225585938,114.68132781982428,153.79733276367185,159.84735107421872,196.73550415039065,160.9469451904297"
captured_frames/frame_135.jpg,True,"202.30165100097653,116.24125671386717,157.59934997558594,115.36939239501957,157.252685546875,159.04338073730472,200.02157592773435,159.41607666015622"
captured_frames/frame_136.jpg,True,"205.0875701904297,116.68696594238278,159.67698669433597,118.27890014648436,161.83580017089847,159.3321075439453,203.72743225097656,157.44277954101562"
captured_frames/frame_137.jpg,False,
captured_frames/frame_138.jpg,False,
captured_frames/frame_139.jpg,False,
captured_frames/frame_140.jpg,False,
captured_frames/frame_141.jpg,False,
captured_frames/frame_142.jpg,True,"231.3531188964844,98.92703247070312,196.00857543945312,99.96953582763669,196.70317077636713,131.8273773193359,230.4517974853516,133.00540161132815"
captured_frames/frame_143.jpg,True,"227.91360473632812,98.36240386962889,194.24853515625,95.59858703613284,191.86549377441406,127.82257843017578,223.1723175048828,131.82330322265622"
captured_frames/frame_144.jpg,True,"224.052978515625,98.55847930908203,192.40977478027344,93.97248077392578,187.635726928711,125.73535156250001,219.02589416503906,130.106689453125"
captured_frames/frame_145.jpg,True,"219.68757629394526,96.9300003051758,189.37046813964844,94.00430297851561,186.06425476074224,125.41911315917969,217.70306396484375,127.47756958007814"
captured_frames/frame_146.jpg,True,"218.92616271972653,95.62414550781251,187.52539062499997,93.95249938964847,185.90321350097656,124.3355712890625,216.93235778808597,126.27755737304688"
captured_frames/frame_147.jpg,True,"218.71253967285153,94.33155822753906,187.8955383300781,92.85841369628906,186.38970947265628,123.29962921142578,217.3802185058594,124.68254852294922"
captured_frames/frame_148.jpg,True,"219.30410766601562,92.71248626708983,188.08575439453122,92.18978881835936,187.78022766113278,122.58660888671875,218.48062133789062,123.35812377929689"
captured_frames/frame_149.jpg,True,"220.1242065429688,91.68920135498045,189.0230712890625,90.92589569091795,188.15977478027344,121.75989532470703,219.17391967773438,122.29615020751953"
captured_frames/frame_150.jpg,False,
captured_frames/frame_151.jpg,False,
captured_frames/frame_152.jpg,False,
captured_frames/frame_153.jpg,False,
captured_frames/frame_154.jpg,False,
captured_frames/frame_155.jpg,True,"181.46536254882815,83.87977600097658,155.51884460449216,81.41334533691405,153.0561370849609,107.79117584228516,179.18301391601565,109.38541412353518"
captured_frames/frame_156.jpg,True,"178.62669372558597,81.7110061645508,153.5719299316406,81.73870086669919,154.4522247314453,107.70260620117188,179.41964721679688,106.97023010253908"
captured_frames/frame_157.jpg,True,"176.37976074218753,81.70135498046875,152.51347351074222,83.71406555175783,155.89237976074216,108.25417327880861,179.8161468505859,105.82155609130858"
captured_frames/frame_158.jpg,True,"176.15034484863278,82.37805938720703,153.57315063476562,84.87962341308592,156.34364318847656,109.1966552734375,178.43287658691403,106.21863555908203"
captured_frames/frame_159.jpg,True,"176.67918395996094,82.31119537353514,154.11895751953125,83.83503723144531,156.53851318359375,107.87005615234376,178.91925048828125,106.25598907470703"
captured_frames/frame_160.jpg,True,"177.82174682617188,82.74977111816406,155.19952392578122,82.66820526123047,157.09912109375,107.04719543457031,179.9252624511719,106.52081298828126"
captured_frames/frame_161.jpg,True,"180.23405456542966,82.36761474609375,157.80619812011716,81.74914550781253,159.1540222167969,106.52930450439455,181.89866638183597,105.89030456542967"
captured_frames/frame_162.jpg,False,
captured_frames/frame_163.jpg,False,
captured_frames/frame_164.jpg,False,
captured_frames/frame_165.jpg,False,
captured_frames/frame_166.jpg,True,"205.15142822265625,83.41520690917967,180.2907409667969,82.0481033325195,178.60501098632815,105.10391998291016,202.7774505615234,106.63868713378906"
captured_frames/frame_167.jpg,True,"203.987319946289,80.83576965332031,179.88873291015625,80.57862854003906,179.75761413574224,104.4332504272461,203.3935089111328,104.58776855468749"
captured_frames/frame_168.jpg,True,"203.2633209228516,81.05165100097656,179.5418243408203,81.06124877929689,179.74053955078125,105.15916442871095,203.09991455078125,104.79142761230467"
captured_frames/frame_169.jpg,True,"202.71968078613284,81.48450469970705,179.66427612304688,82.09992980957033,180.30387878417966,105.52060699462889,203.04228210449222,105.02069854736328"
captured_frames/frame_170.jpg,True,"202.3783111572266,82.9709930419922,181.11395263671875,83.36993408203125,182.55755615234375,107.38627624511719,203.66439819335938,106.18392944335938"
captured_frames/frame_171.jpg,True,"203.05601501464847,83.3598861694336,181.4356536865234,84.30117797851565,182.57409667968747,108.26258087158203,204.33512878417972,106.87071228027342"
captured_frames/frame_172.jpg,True,"204.66038513183594,85.19088745117189,180.9891357421875,84.85234069824217,180.36947631835938,109.74712371826172,203.60162353515622,109.22214508056642"
captured_frames/frame_173.jpg,True,"202.20539855957028,87.00849151611327,177.23091125488284,86.14942169189452,176.00857543945318,110.88763427734376,200.91578674316406,111.71638488769533"
captured_frames/frame_174.jpg,True,"199.2574615478516,87.6942901611328,174.0923004150391,87.02706146240236,173.67170715332028,111.94881439208984,198.49319458007812,112.27803802490233"
captured_frames/frame_175.jpg,True,"196.41873168945318,88.20307159423828,170.56694030761716,87.61902618408203,170.67825317382807,111.97846984863281,195.20489501953128,112.84631347656249"
captured_frames/frame_176.jpg,True,"193.70223999023438,88.5555191040039,167.6569976806641,87.52335357666016,166.87249755859378,111.99983978271484,191.3307342529297,112.84822082519531"
captured_frames/frame_177.jpg,False,
captured_frames/frame_178.jpg,False,
captured_frames/frame_179.jpg,False,
captured_frames/frame_180.jpg,False,
captured_frames/frame_181.jpg,False,
captured_frames/frame_182.jpg,False,
captured_frames/frame_183.jpg,False,
captured_frames/frame_184.jpg,True,"136.06307983398438,86.90869140625001,108.35250091552734,91.21501922607422,112.43296051025389,118.57830810546874,139.4658966064453,113.71571350097658"
captured_frames/frame_185.jpg,True,"136.08294677734375,86.21499633789062,109.83786773681642,91.51669311523438,115.4257278442383,119.55211639404297,140.64724731445315,113.38656616210939"
captured_frames/frame_186.jpg,False,
captured_frames/frame_187.jpg,True,"148.49836730957028,92.44947814941406,118.93483734130858,89.76678466796874,116.3990249633789,117.54257965087892,145.0003204345703,119.2061004638672"
captured_frames/frame_188.jpg,True,"147.22445678710935,91.86817932128905,117.68902587890628,89.6998977661133,116.62001037597659,117.9744338989258,146.00985717773435,119.61619567871092"
captured_frames/frame_189.jpg,True,"144.6488952636719,90.62052154541016,115.2219696044922,91.09748077392577,116.61184692382811,119.9883270263672,145.9730072021484,119.47736358642578"
captured_frames/frame_190.jpg,True,"143.87481689453128,90.73542022705078,113.37535095214847,91.79454040527345,115.44246673583983,120.87959289550781,144.7118072509765,119.33382415771483"
captured_frames/frame_191.jpg,True,"144.2285003662109,91.17564392089844,113.92761993408206,92.21688079833984,114.33992004394534,121.11299896240234,143.18286132812497,119.48828887939453"
captured_frames/frame_192.jpg,True,"144.55760192871094,90.76615142822267,116.56879425048824,91.83636474609375,116.5987854003906,121.45390319824219,143.08010864257815,118.91334533691408"
captured_frames/frame_193.jpg,True,"145.20552062988287,88.95917510986328,119.90961456298831,92.29885101318361,124.13585662841793,122.35539245605469,148.10821533203125,117.42750549316406"
captured_frames/frame_194.jpg,True,"147.32612609863276,88.87699890136717,122.17121124267578,92.73925781249997,126.78369903564459,122.5715789794922,151.27044677734375,117.0940856933594"
captured_frames/frame_195.jpg,False,
captured_frames/frame_196.jpg,False,
captured_frames/frame_197.jpg,False,
captured_frames/frame_198.jpg,False,
captured_frames/frame_199.jpg,False,
captured_frames/frame_200.jpg,True,"205.86573791503903,99.71226501464845,173.21493530273438,95.882080078125,169.10978698730472,127.3969497680664,201.14457702636716,129.9690704345703"
captured_frames/frame_201.jpg,True,"205.91125488281247,102.33834075927733,172.5274658203125,97.33327484130861,169.31657409667972,128.3603515625,201.85662841796875,133.38600158691403"
captured_frames/frame_202.jpg,False,
captured_frames/frame_203.jpg,False,
captured_frames/frame_204.jpg,True,"188.25469970703134,104.3040237426758,153.45872497558594,100.31758880615234,151.60339355468747,132.68301391601562,184.50283813476562,136.96948242187497"
captured_frames/frame_205.jpg,True,"184.99578857421875,99.91241455078126,148.73155212402344,100.00444793701168,148.93849182128906,136.0669708251953,184.61541748046878,135.3006744384766"
captured_frames/frame_206.jpg,True,"184.57432556152344,100.79156494140625,147.92234802246094,101.02197265625001,148.92161560058594,137.52659606933597,184.74645996093747,136.53887939453125"
captured_frames/frame_207.jpg,True,"184.5419616699219,103.40129852294925,147.4108428955078,101.65074920654291,146.99215698242188,138.13491821289057,182.04333496093753,139.24597167968753"
captured_frames/frame_208.jpg,True,"182.76855468750003,105.72817993164064,146.0836181640625,101.46346282958984,143.13887023925778,138.09959411621094,177.82328796386716,141.54010009765625"
captured_frames/frame_209.jpg,True,"178.77795410156253,108.46768951416016,142.74366760253906,102.61109924316402,137.21482849121094,139.79537963867188,172.28671264648438,144.97241210937503"
captured_frames/frame_210.jpg,False,
captured_frames/frame_211.jpg,False,
captured_frames/frame_212.jpg,False,
captured_frames/frame_213.jpg,True,"145.3664855957031,116.74384307861327,103.796745300293,118.05191802978518,110.24362182617189,155.5004119873047,150.36465454101562,155.3731994628906"
captured_frames/frame_214.jpg,True,"145.4019165039062,118.75720214843753,101.92826080322266,119.85051727294922,109.11192321777347,159.0060882568359,151.07327270507812,158.17791748046875"
captured_frames/frame_215.jpg,True,"149.70475769042972,121.98767089843753,106.04385375976562,119.34654235839845,108.93447113037108,160.93409729003906,152.67904663085935,163.0353851318359"
captured_frames/frame_216.jpg,True,"153.5839080810547,127.62549591064452,108.6132583618164,119.96846008300788,111.0416259765625,162.07577514648438,152.8980560302734,168.7997283935546"
captured_frames/frame_217.jpg,True,"146.47367858886716,131.51496887207034,113.850959777832,120.83856201171876,113.84976959228517,165.12693786621094,145.2068634033203,179.213134765625"
captured_frames/frame_218.jpg,True,"147.58901977539068,131.67103576660156,113.4213638305664,122.64398193359372,112.60408020019527,167.36129760742185,146.71844482421875,180.0874786376953"
captured_frames/frame_219.jpg,True,"150.3741302490235,132.19905090332034,111.04197692871095,124.96809387207034,111.6509094238281,170.1193389892578,150.93928527832034,180.63247680664062"
captured_frames/frame_220.jpg,True,"155.1052703857422,132.08305358886722,111.18822479248048,128.77622985839844,113.08652496337892,175.0690155029297,157.0948944091797,181.62881469726565"
captured_frames/frame_221.jpg,False,
captured_frames/frame_222.jpg,False,
captured_frames/frame_223.jpg,False,
captured_frames/frame_224.jpg,True,"211.07067871093747,152.01019287109375,153.82655334472656,144.28112792968753,150.81924438476565,197.1215515136719,205.79200744628906,203.69619750976562"
captured_frames/frame_225.jpg,True,"213.40370178222662,159.0718688964844,154.88681030273435,147.920425415039,156.89653015136716,203.50286865234372,211.95204162597656,218.06187438964847"
captured_frames/frame_226.jpg,True,"204.06063842773438,160.67552185058594,152.5849761962891,148.89700317382818,156.1371612548828,205.82612609863284,204.97946166992188,223.28239440917966"
captured_frames/frame_227.jpg,True,"201.76506042480466,168.0331573486328,147.61407470703128,151.30897521972656,151.10195922851562,206.00691223144528,203.06317138671875,227.03314208984375"
captured_frames/frame_228.jpg,True,"204.57647705078128,171.96231079101562,141.93670654296878,155.0635833740234,144.564453125,206.73178100585938,202.78688049316406,226.6634521484375"
captured_frames/frame_229.jpg,True,"210.54743957519528,171.34992980957026,141.8190460205078,157.27801513671872,141.08740234375,213.35725402832034,204.65740966796875,225.80824279785156"
captured_frames/frame_230.jpg,True,"215.75891113281256,163.2245330810547,144.5918426513672,159.24685668945315,147.0853576660156,223.3838653564453,211.43115234375,226.41134643554685"
captured_frames/frame_231.jpg,True,"217.39794921874997,159.6473846435547,145.78715515136716,164.51123046875,153.0583953857422,231.18533325195312,220.00076293945312,226.8141326904297"
captured_frames/frame_232.jpg,True,"220.05070495605463,163.0945587158203,148.18777465820312,167.11692810058594,155.37707519531253,233.10881042480466,225.0148620605469,229.33636474609378"
captured_frames/frame_233.jpg,True,"225.19163513183594,166.69207763671878,152.62345886230472,165.5701141357422,153.8085479736328,233.20463562011716,225.8873138427734,235.7583923339844"
captured_frames/frame_234.jpg,False,
captured_frames/frame_235.jpg,False,
captured_frames/frame_236.jpg,False,
captured_frames/frame_237.jpg,False,
captured_frames/frame_238.jpg,False,
captured_frames/frame_239.jpg,False,
captured_frames/frame_240.jpg,False,
captured_frames/frame_241.jpg,False,
captured_frames/frame_242.jpg,False,
captured_frames/frame_243.jpg,False,
captured_frames/frame_244.jpg,False,
captured_frames/frame_245.jpg,False,
captured_frames/frame_246.jpg,False,
captured_frames/frame_247.jpg,False,
captured_frames/frame_248.jpg,False,
captured_frames/frame_249.jpg,False,
captured_frames/frame_250.jpg,True,"242.77124023437497,181.15077209472653,165.32998657226557,171.71154785156247,164.5478515625,234.05796813964844,235.76460266113284,239.376937866211"
captured_frames/frame_251.jpg,True,"244.27920532226557,177.9637451171875,170.6042938232422,165.05250549316412,170.34764099121097,226.6039581298828,237.98738098144528,241.1517944335937"
captured_frames/frame_252.jpg,True,"241.8852691650391,174.6427612304688,174.04107666015628,160.22785949707034,173.16641235351562,218.05258178710935,235.87847900390625,239.2698516845703"
captured_frames/frame_253.jpg,True,"239.16644287109378,170.3711395263672,175.61827087402344,155.06588745117188,173.51126098632812,212.21556091308594,232.3551788330078,233.3472137451172"
captured_frames/frame_254.jpg,True,"237.34468078613284,166.23468017578128,176.0334625244141,150.40830993652344,172.21092224121094,207.4633331298828,229.90264892578125,227.0216979980469"
captured_frames/frame_255.jpg,True,"234.2458953857422,156.24588012695315,172.92222595214844,145.58296203613284,169.01971435546875,203.3427734375,228.99703979492188,213.32354736328122"
captured_frames/frame_256.jpg,True,"231.3282318115234,150.85885620117185,170.25843811035153,144.9617462158203,168.68441772460938,202.185302734375,228.38113403320312,207.10765075683594"
captured_frames/frame_257.jpg,True,"227.8722991943359,146.6124420166016,167.62110900878906,144.28366088867185,167.83872985839844,199.50341796874994,226.31878662109375,201.4950866699219"
captured_frames/frame_258.jpg,True,"224.85212707519528,143.60794067382812,165.30555725097656,142.89422607421875,166.48211669921875,195.09597778320315,223.14811706542972,196.66653442382815"
captured_frames/frame_259.jpg,True,"222.73626708984372,140.6842041015625,163.94906616210935,139.67771911621097,164.5487823486328,188.00271606445315,220.14447021484375,191.97431945800778"
captured_frames/frame_260.jpg,True,"221.57051086425784,137.3388366699219,163.88015747070312,134.23162841796875,163.83499145507812,180.6778564453125,217.73907470703125,187.91763305664062"
captured_frames/frame_261.jpg,True,"218.0572662353516,137.22764587402344,164.17988586425784,129.73786926269534,165.07464599609375,174.31271362304688,215.000244140625,185.13192749023435"
captured_frames/frame_262.jpg,True,"209.79751586914062,136.32830810546875,163.1173095703125,127.2458038330078,166.2895965576172,168.31980895996094,210.2574005126953,180.9747009277344"
captured_frames/frame_263.jpg,True,"201.26359558105474,132.47875976562503,160.61479187011722,123.29486083984378,165.21420288085935,163.82131958007812,204.39016723632812,175.43109130859375"
captured_frames/frame_264.jpg,True,"198.0177001953125,125.76100921630858,157.86940002441403,117.92223358154297,160.58380126953125,158.59799194335938,197.2785797119141,168.29649353027344"
captured_frames/frame_265.jpg,True,"197.61239624023443,120.6643829345703,155.5210113525391,113.1052169799805,154.34153747558588,153.19668579101562,193.63693237304688,161.22480773925776"
captured_frames/frame_266.jpg,True,"197.18510437011722,116.75218963623043,154.1903076171875,109.72375488281254,150.6923675537109,150.30967712402347,192.26512145996094,155.50715637207026"
captured_frames/frame_267.jpg,True,"194.94985961914062,111.73275756835943,153.65069580078122,108.29361724853517,151.64230346679688,149.73724365234375,192.6275634765625,150.635009765625"
captured_frames/frame_268.jpg,True,"191.7561187744141,108.72750091552732,153.24066162109378,107.8308639526367,154.2295684814453,148.55853271484375,192.38969421386722,147.47531127929688"
captured_frames/frame_269.jpg,True,"190.53164672851562,107.60033416748048,153.56422424316406,107.85431671142575,154.63890075683594,147.26759338378903,191.4189605712891,145.5017242431641"
